what,kind,bundleId,bundleVersion,description,time
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\apache\\tiles\\tiles-jsp\\2.2.2\\tiles-jsp-2.2.2.jar",1378555785390
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\apache\\tiles\\tiles-template\\2.2.2\\tiles-template-2.2.2.jar",1378555785390
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\displaytag\\displaytag\\1.2\\displaytag-1.2.jar",1378555785390
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\commons-collections\\commons-collections\\3.1\\commons-collections-3.1.jar",1378555785390
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1378555785390
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\commons-lang\\commons-lang\\2.3\\commons-lang-2.3.jar",1378555785406
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\com\\lowagie\\itext\\1.3\\itext-1.3.jar",1378555785406
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\commons-beanutils\\commons-beanutils\\1.7.0\\commons-beanutils-1.7.0.jar",1378555785468
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\slf4j\\jcl104-over-slf4j\\1.4.2\\jcl104-over-slf4j-1.4.2.jar",1378555785484
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\mysql\\mysql-connector-java\\5.1.21\\mysql-connector-java-5.1.21.jar",1378555785484
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\hibernate\\hibernate-entitymanager\\4.1.7.Final\\hibernate-entitymanager-4.1.7.Final.jar",1378555785500
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\jboss\\logging\\jboss-logging\\3.1.0.GA\\jboss-logging-3.1.0.GA.jar",1378555785500
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\jboss\\spec\\javax\\transaction\\jboss-transaction-api_1.1_spec\\1.0.0.Final\\jboss-transaction-api_1.1_spec-1.0.0.Final.jar",1378555785500
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\dom4j\\dom4j\\1.6.1\\dom4j-1.6.1.jar",1378555785515
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\hibernate\\javax\\persistence\\hibernate-jpa-2.0-api\\1.0.1.Final\\hibernate-jpa-2.0-api-1.0.1.Final.jar",1378555785515
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\javassist\\javassist\\3.15.0-GA\\javassist-3.15.0-GA.jar",1378555785515
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\hibernate\\hibernate-core\\4.1.7.Final\\hibernate-core-4.1.7.Final.jar",1378555785515
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\antlr\\antlr\\2.7.7\\antlr-2.7.7.jar",1378555785515
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\hibernate\\common\\hibernate-commons-annotations\\4.0.1.Final\\hibernate-commons-annotations-4.0.1.Final.jar",1378555785515
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\hibernate\\hibernate-validator\\4.3.0.Final\\hibernate-validator-4.3.0.Final.jar",1378555785531
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\javax\\validation\\validation-api\\1.0.0.GA\\validation-api-1.0.0.GA.jar",1378555785531
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\hibernate\\hibernate-c3p0\\4.1.7.Final\\hibernate-c3p0-4.1.7.Final.jar",1378555785531
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\c3p0\\c3p0\\0.9.1\\c3p0-0.9.1.jar",1378555785531
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\joda-time\\joda-time\\1.6.2\\joda-time-1.6.2.jar",1378555785531
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\org\\slf4j\\slf4j-log4j12\\1.6.1\\slf4j-log4j12-1.6.1.jar",1378555785531
error,log,,,"C:\\Users\\corchu\\.m2\\repository\\log4j\\log4j\\1.2.16\\log4j-1.2.16.jar",1378555785531
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1378555786203
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1378555786250
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1378555786843
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1378555787015
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1378555787015
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1378555787218
